date,province,district_name,municipality_name,cases_count
2020-07-07,5,Kapilbastu,Buddhabhumi Municipality,1
2020-07-07,5,Nawalparasi West,Sarawal Rural Municipality,5
2020-07-07,5,Palpa,Mathagadhi Rural Municipality,2
2020-07-07,5,Rukum East,Putha Uttarganga Rural Municipality,1
2020-07-07,5,Rupandehi,Siyari Rural Municipality,1
2020-07-07,6,Rukum West,Banfikot Rural Municipality,5
2020-07-07,6,Salyan,Sharada Municipality,5
2020-07-07,6,Surkhet,Birendranagar Municipality,3
2020-07-07,7,Achham,Mangalsen Municipality,11
2020-07-07,7,Baitadi,Patan Municipality,11
2020-07-07,7,Bajura,Gaumul Rural Municipality,54
2020-07-07,7,Dadeldhura,Alital Rural Municipality,6
2020-07-07,7,Doti,Shikhar Municipality,7
2020-07-08,1,Ilam,Illam Municipality,2
2020-07-08,1,Jhapa,Barhadashi Rural Municipality,8
2020-07-08,1,Morang,Belbari Municipality,4
2020-07-08,1,Sunsari,Ramdhuni Municipality,3
2020-07-08,1,Terhathum,Phedap Rural Municipality,1
2020-07-08,2,Bara,Jitpur Simara Submetropolitan City,1
2020-07-08,2,Parsa,Paterwasugauli Rural Municipality,1
2020-07-08,2,Rautahat,Brindaban Municipality,33
2020-07-08,2,Saptari,Rupani Rural Municipality,4
2020-07-08,2,Sarlahi,Haripur Municipality,3
2020-07-08,2,Siraha,Dhangadhimai Municipality,2
2020-07-08,3,Chitwan,Bharatpur Metropolitan City,5
2020-07-08,3,Dhading,Netrawati Rural Municipality,1
2020-07-08,3,Dolakha,Bigu Rural Municipality,1
2020-07-08,3,Kathmandu,Budhanilakantha Municipality,16
2020-07-08,3,Kavrepalanchok,Namobuddha Municipality,2
2020-07-08,3,Lalitpur,Konjyosom Rural Municipality,7
2020-07-08,3,Ramechhap,Gokulganga Rural Municipality,2
2020-07-08,3,Sindhupalchok,Jugal Rural Municipality,1
2020-07-08,4,Gorkha,Dharche Rural Municipality,2
2020-07-08,4,Kaski,Machhapuchchhre Rural Municipality,14
2020-07-08,4,Lamjung,Marsyangdi Rural Municipality,1
2020-07-08,4,Myagdi,Raghuganga Rural Municipality,1
2020-07-08,4,Nawalparasi East,Hupsekot Rural Municipality,3
2020-07-08,5,Banke,Rapti Sonari Rural Municipality,2
2020-07-08,5,Dang,Ghorahi Submetropolitan City,5
2020-07-08,5,Gulmi,Resunga Municipality,3
2020-07-08,5,Palpa,Mathagadhi Rural Municipality,5
2020-07-08,5,Pyuthan,Pyuthan Municipality,1
2020-07-08,6,Dailekh,Mahabu Rural Municipality,5
2020-07-08,6,Jajarkot,Kuse Rural Municipality,1
2020-07-08,6,Kalikot,Pachaljharana Rural Municipality,1
2020-07-08,6,Mugu,Mugum Karmarong Rural Municipality,2
2020-07-08,6,Rukum West,Banfikot Rural Municipality,7
2020-07-08,6,Surkhet,Birendranagar Municipality,14
2020-07-08,7,Achham,Mangalsen Municipality,22
2020-07-08,7,Baitadi,Patan Municipality,2
2020-07-08,7,Bajhang,Surma Rural Municipality,4
2020-07-08,7,Dadeldhura,Alital Rural Municipality,2
2020-07-08,7,Darchula,Apihimal Rural Municipality,1
2020-07-08,7,Doti,Shikhar Municipality,12
2020-07-08,7,Kailali,Gauriganga Municipality,36
2020-07-08,7,Kanchanpur,Shuklaphanta National Park National Park,12
2020-07-09,1,Jhapa,Barhadashi Rural Municipality,1
2020-07-09,1,Sunsari,Ramdhuni Municipality,1
2020-07-09,2,Dhanusa,Dhanusadham Municipality,2
2020-07-09,2,Saptari,Rupani Rural Municipality,2
2020-07-09,2,Sarlahi,Haripur Municipality,1
2020-07-09,2,Siraha,Dhangadhimai Municipality,4
2020-07-09,3,Chitwan,Bharatpur Metropolitan City,4
2020-07-09,3,Kathmandu,Budhanilakantha Municipality,5
2020-07-09,3,Makwanpur,Makawanpurgadhi Rural Municipality,1
2020-07-09,3,Nuwakot,Suryagadhi Rural Municipality,1
2020-07-09,3,Sindhupalchok,Jugal Rural Municipality,1
2020-07-09,4,Baglung,Dhorpatan Municipality,3
2020-07-09,4,Gorkha,Dharche Rural Municipality,2
2020-07-09,4,Kaski,Machhapuchchhre Rural Municipality,4
2020-07-09,4,Lamjung,Marsyangdi Rural Municipality,5
2020-07-09,4,Myagdi,Raghuganga Rural Municipality,2
2020-07-09,4,Nawalparasi East,Hupsekot Rural Municipality,1
2020-07-09,4,Tanahu,Byas Municipality,1
2020-07-09,5,Banke,Rapti Sonari Rural Municipality,2
2020-07-09,5,Dang,Ghorahi Submetropolitan City,7
2020-07-09,6,Dailekh,Mahabu Rural Municipality,3
2020-07-09,6,Mugu,Mugum Karmarong Rural Municipality,2
2020-07-09,6,Surkhet,Birendranagar Municipality,18
2020-07-09,7,Achham,Mangalsen Municipality,4
2020-07-09,7,Bajhang,Surma Rural Municipality,16
2020-07-09,7,Bajura,Gaumul Rural Municipality,2
2020-07-09,7,Darchula,Apihimal Rural Municipality,1
2020-07-09,7,Doti,Shikhar Municipality,2
2020-07-09,7,Kailali,Gauriganga Municipality,8
2020-07-09,7,Kanchanpur,Shuklaphanta National Park National Park,2
2020-07-10,1,Ilam,Illam Municipality,2
2020-07-10,1,Panchthar,Phidim Municipality,2
2020-07-10,2,Dhanusa,Dhanusadham Municipality,4
2020-07-10,2,Mahottari,Aurahi Municipality,4
2020-07-10,2,Rautahat,Brindaban Municipality,2
2020-07-10,2,Sarlahi,Haripur Municipality,8
2020-07-10,2,Siraha,Dhangadhimai Municipality,2
2020-07-10,3,Bhaktapur,Bhaktapur Municipality,1
2020-07-10,3,Chitwan,Bharatpur Metropolitan City,1
2020-07-10,3,Dhading,Netrawati Rural Municipality,1
2020-07-10,3,Kathmandu,Budhanilakantha Municipality,28
2020-07-10,3,Kavrepalanchok,Namobuddha Municipality,2
2020-07-10,3,Lalitpur,Konjyosom Rural Municipality,13
2020-07-10,3,Makwanpur,Makawanpurgadhi Rural Municipality,1
2020-07-10,3,Ramechhap,Gokulganga Rural Municipality,1
2020-07-10,3,Rasuwa,Gosaikunda Rural Municipality,1
2020-07-10,3,Sindhuli,Kamalamai Municipality,1
2020-07-10,3,Sindhupalchok,Jugal Rural Municipality,1
2020-07-10,4,Baglung,Dhorpatan Municipality,2
2020-07-10,4,Gorkha,Dharche Rural Municipality,1
2020-07-10,4,Tanahu,Byas Municipality,8
2020-07-10,5,Banke,Rapti Sonari Rural Municipality,1
2020-07-10,5,Gulmi,Resunga Municipality,6
2020-07-10,5,Nawalparasi West,Sarawal Rural Municipality,2
2020-07-10,5,Palpa,Mathagadhi Rural Municipality,4
2020-07-10,5,Rupandehi,Siyari Rural Municipality,1
2020-07-10,6,Dailekh,Mahabu Rural Municipality,2
2020-07-10,6,Dolpa,Shey Phoksundo Rural Municipality,1
2020-07-10,6,Salyan,Sharada Municipality,1
2020-07-10,6,Surkhet,Birendranagar Municipality,11
2020-07-10,7,Bajura,Gaumul Rural Municipality,1
2020-07-10,7,Doti,Shikhar Municipality,1
2020-07-10,7,Kailali,Gauriganga Municipality,1
2020-07-11,1,Jhapa,Barhadashi Rural Municipality,2
2020-07-11,1,Morang,Belbari Municipality,3
2020-07-11,1,Sunsari,Ramdhuni Municipality,4
2020-07-11,1,Udayapur,Triyuga Municipality,4
2020-07-11,2,Rautahat,Brindaban Municipality,1
2020-07-11,2,Sarlahi,Haripur Municipality,3
2020-07-11,2,Siraha,Dhangadhimai Municipality,1
2020-07-11,3,Chitwan,Bharatpur Metropolitan City,1
2020-07-11,3,Dhading,Netrawati Rural Municipality,3
2020-07-11,3,Kathmandu,Budhanilakantha Municipality,3
2020-07-11,3,Nuwakot,Suryagadhi Rural Municipality,1
2020-07-11,3,Sindhuli,Kamalamai Municipality,1
2020-07-11,3,Sindhupalchok,Jugal Rural Municipality,5
2020-07-11,4,Baglung,Dhorpatan Municipality,3
2020-07-11,4,Kaski,Machhapuchchhre Rural Municipality,2
2020-07-11,4,Myagdi,Raghuganga Rural Municipality,2
2020-07-11,4,Parbat,Kushma Municipality,1
2020-07-11,4,Syangja,Bhirkot Municipality,4
2020-07-11,4,Tanahu,Byas Municipality,4
2020-07-11,5,Banke,Rapti Sonari Rural Municipality,2
2020-07-11,5,Bardiya,Bardiya National Park National Park,2
2020-07-11,5,Dang,Ghorahi Submetropolitan City,5
2020-07-11,5,Palpa,Mathagadhi Rural Municipality,1
2020-07-11,6,Jumla,Guthichaur Rural Municipality,2
2020-07-11,6,Rukum West,Banfikot Rural Municipality,1
2020-07-11,6,Salyan,Sharada Municipality,1
2020-07-11,6,Surkhet,Birendranagar Municipality,3
2020-07-11,7,Achham,Mangalsen Municipality,1
2020-07-11,7,Kanchanpur,Shuklaphanta National Park National Park,4
2020-07-12,1,Jhapa,Barhadashi Rural Municipality,1
2020-07-12,1,Morang,Belbari Municipality,2
2020-07-12,1,Solukhumbu,Khumbupasanglahmu Rural Municipality,1
2020-07-12,2,Dhanusa,Dhanusadham Municipality,19
2020-07-12,2,Sarlahi,Haripur Municipality,1
2020-07-12,3,Chitwan,Bharatpur Metropolitan City,5
2020-07-12,3,Kathmandu,Budhanilakantha Municipality,5
2020-07-12,3,Lalitpur,Konjyosom Rural Municipality,1
2020-07-12,3,Makwanpur,Makawanpurgadhi Rural Municipality,1
2020-07-12,3,Sindhuli,Kamalamai Municipality,1
2020-07-12,3,Sindhupalchok,Jugal Rural Municipality,1
2020-07-12,4,Baglung,Dhorpatan Municipality,2
2020-07-12,4,Gorkha,Dharche Rural Municipality,1
2020-07-12,4,Lamjung,Marsyangdi Rural Municipality,2
2020-07-12,4,Nawalparasi East,Hupsekot Rural Municipality,1
2020-07-12,4,Parbat,Kushma Municipality,2
2020-07-12,4,Syangja,Bhirkot Municipality,1
2020-07-12,4,Tanahu,Byas Municipality,6
2020-07-12,5,Gulmi,Resunga Municipality,1
2020-07-12,5,Palpa,Mathagadhi Rural Municipality,1
2020-07-12,6,Dailekh,Mahabu Rural Municipality,1
2020-07-12,6,Kalikot,Pachaljharana Rural Municipality,7
2020-07-12,6,Rukum West,Banfikot Rural Municipality,2
2020-07-12,6,Surkhet,Birendranagar Municipality,11
2020-07-12,7,Bajhang,Surma Rural Municipality,1
2020-07-12,7,Dadeldhura,Alital Rural Municipality,2
2020-07-12,7,Darchula,Apihimal Rural Municipality,1
2020-07-12,7,Kailali,Gauriganga Municipality,2
2020-07-13,1,Jhapa,Barhadashi Rural Municipality,4
2020-07-13,1,Morang,Belbari Municipality,1
2020-07-13,1,Sunsari,Ramdhuni Municipality,1
2020-07-13,2,Dhanusa,Dhanusadham Municipality,27
2020-07-13,2,Mahottari,Aurahi Municipality,4
2020-07-13,2,Rautahat,Brindaban Municipality,9
2020-07-13,2,Saptari,Rupani Rural Municipality,1
2020-07-13,3,Bhaktapur,Bhaktapur Municipality,1
2020-07-13,3,Dolakha,Bigu Rural Municipality,1
2020-07-13,3,Kathmandu,Budhanilakantha Municipality,3
2020-07-13,3,Kavrepalanchok,Namobuddha Municipality,1
2020-07-13,3,Lalitpur,Konjyosom Rural Municipality,5
2020-07-13,3,Makwanpur,Makawanpurgadhi Rural Municipality,1
2020-07-13,3,Sindhuli,Kamalamai Municipality,1
2020-07-13,4,Baglung,Dhorpatan Municipality,2
2020-07-13,4,Myagdi,Raghuganga Rural Municipality,2
2020-07-13,4,Parbat,Kushma Municipality,1
2020-07-13,4,Syangja,Bhirkot Municipality,1
2020-07-13,4,Tanahu,Byas Municipality,2
2020-07-13,5,Banke,Rapti Sonari Rural Municipality,1
2020-07-13,5,Bardiya,Bardiya National Park National Park,2
2020-07-13,5,Dang,Ghorahi Submetropolitan City,2
2020-07-13,5,Kapilbastu,Buddhabhumi Municipality,9
2020-07-13,6,Dailekh,Mahabu Rural Municipality,2
2020-07-13,6,Jajarkot,Kuse Rural Municipality,1
2020-07-13,6,Rukum West,Banfikot Rural Municipality,2
2020-07-13,6,Surkhet,Birendranagar Municipality,41
2020-07-13,7,Achham,Mangalsen Municipality,1
2020-07-13,7,Baitadi,Patan Municipality,2
2020-07-13,7,Bajhang,Surma Rural Municipality,2
2020-07-13,7,Kailali,Gauriganga Municipality,11
2020-07-14,1,Dhankuta,Dhankuta Municipality,3
2020-07-14,1,Ilam,Illam Municipality,2
2020-07-14,1,Jhapa,Barhadashi Rural Municipality,1
2020-07-14,1,Okhaldhunga,Molung Rural Municipality,1
2020-07-14,1,Sunsari,Ramdhuni Municipality,1
2020-07-14,1,Terhathum,Phedap Rural Municipality,1
2020-07-14,2,Dhanusa,Dhanusadham Municipality,21
2020-07-14,2,Mahottari,Aurahi Municipality,19
2020-07-14,2,Parsa,Paterwasugauli Rural Municipality,2
2020-07-14,2,Rautahat,Brindaban Municipality,1
2020-07-14,2,Siraha,Dhangadhimai Municipality,1
2020-07-14,3,Kathmandu,Budhanilakantha Municipality,2
2020-07-14,3,Kavrepalanchok,Namobuddha Municipality,2
2020-07-14,3,Nuwakot,Suryagadhi Rural Municipality,1
2020-07-14,3,Sindhuli,Kamalamai Municipality,1
2020-07-14,3,Sindhupalchok,Jugal Rural Municipality,1
2020-07-14,4,Gorkha,Dharche Rural Municipality,2
2020-07-14,4,Nawalparasi East,Hupsekot Rural Municipality,3
2020-07-14,5,Arghakhanchi,Sitganga Municipality,3
2020-07-14,5,Banke,Rapti Sonari Rural Municipality,1
2020-07-14,5,Bardiya,Bardiya National Park National Park,1
2020-07-14,5,Dang,Ghorahi Submetropolitan City,5
2020-07-14,5,Palpa,Mathagadhi Rural Municipality,4
2020-07-14,5,Pyuthan,Pyuthan Municipality,3
2020-07-14,5,Rolpa,Rolpa Municipality,3
2020-07-14,6,Dailekh,Mahabu Rural Municipality,6
2020-07-14,6,Jumla,Guthichaur Rural Municipality,4
2020-07-14,6,Surkhet,Birendranagar Municipality,1
2020-07-14,7,Achham,Mangalsen Municipality,14
2020-07-14,7,Kailali,Gauriganga Municipality,5
2020-07-14,7,Kanchanpur,Shuklaphanta National Park National Park,1
2020-07-15,1,Dhankuta,Dhankuta Municipality,1
2020-07-15,1,Morang,Belbari Municipality,1
2020-07-15,1,Taplejung,Phaktanglung Rural Municipality,1
2020-07-15,2,Dhanusa,Dhanusadham Municipality,6
2020-07-15,2,Rautahat,Brindaban Municipality,5
2020-07-15,2,Saptari,Rupani Rural Municipality,13
2020-07-15,3,Chitwan,Bharatpur Metropolitan City,8
2020-07-15,3,Dhading,Netrawati Rural Municipality,1
2020-07-15,3,Kathmandu,Budhanilakantha Municipality,7
2020-07-15,3,Nuwakot,Suryagadhi Rural Municipality,1
2020-07-15,3,Sindhupalchok,Jugal Rural Municipality,1
2020-07-15,4,Gorkha,Dharche Rural Municipality,1
2020-07-15,4,Kaski,Machhapuchchhre Rural Municipality,3
2020-07-15,4,Myagdi,Raghuganga Rural Municipality,9
2020-07-15,4,Nawalparasi East,Hupsekot Rural Municipality,11
2020-07-15,4,Tanahu,Byas Municipality,3
2020-07-15,5,Palpa,Mathagadhi Rural Municipality,1
2020-07-15,6,Dailekh,Mahabu Rural Municipality,3
2020-07-15,6,Jajarkot,Kuse Rural Municipality,1
2020-07-15,6,Jumla,Guthichaur Rural Municipality,2
2020-07-15,6,Mugu,Mugum Karmarong Rural Municipality,1
2020-07-15,6,Salyan,Sharada Municipality,5
2020-07-15,6,Surkhet,Birendranagar Municipality,28
2020-07-15,7,Achham,Mangalsen Municipality,1
2020-07-15,7,Dadeldhura,Alital Rural Municipality,2
2020-07-16,1,Ilam,Illam Municipality,6
2020-07-16,1,Jhapa,Barhadashi Rural Municipality,4
2020-07-16,1,Morang,Belbari Municipality,3
2020-07-16,1,Okhaldhunga,Molung Rural Municipality,15
2020-07-16,1,Sunsari,Ramdhuni Municipality,4
2020-07-16,1,Udayapur,Triyuga Municipality,1
2020-07-16,2,Bara,Jitpur Simara Submetropolitan City,1
2020-07-16,2,Dhanusa,Dhanusadham Municipality,27
2020-07-16,2,Parsa,Paterwasugauli Rural Municipality,2
2020-07-16,2,Rautahat,Brindaban Municipality,12
2020-07-16,3,Kathmandu,Budhanilakantha Municipality,1
2020-07-16,3,Makwanpur,Makawanpurgadhi Rural Municipality,3
2020-07-16,4,Baglung,Dhorpatan Municipality,2
2020-07-16,4,Nawalparasi East,Hupsekot Rural Municipality,17
2020-07-16,4,Syangja,Bhirkot Municipality,1
2020-07-16,5,Banke,Rapti Sonari Rural Municipality,8
2020-07-16,5,Bardiya,Bardiya National Park National Park,1
2020-07-16,5,Dang,Ghorahi Submetropolitan City,1
2020-07-16,5,Pyuthan,Pyuthan Municipality,1
2020-07-16,5,Rupandehi,Siyari Rural Municipality,1
2020-07-16,6,Dailekh,Mahabu Rural Municipality,6
2020-07-16,6,Jajarkot,Kuse Rural Municipality,2
2020-07-16,6,Mugu,Mugum Karmarong Rural Municipality,1
2020-07-16,6,Rukum West,Banfikot Rural Municipality,1
2020-07-16,6,Salyan,Sharada Municipality,2
2020-07-16,6,Surkhet,Birendranagar Municipality,3
2020-07-16,7,Achham,Mangalsen Municipality,4
2020-07-16,7,Bajhang,Surma Rural Municipality,1
2020-07-16,7,Dadeldhura,Alital Rural Municipality,8
2020-07-16,7,Kailali,Gauriganga Municipality,14
2020-07-16,7,Kanchanpur,Shuklaphanta National Park National Park,14
2020-07-17,1,Jhapa,Barhadashi Rural Municipality,2
2020-07-17,1,Morang,Belbari Municipality,2
2020-07-17,2,Bara,Jitpur Simara Submetropolitan City,3
2020-07-17,2,Dhanusa,Dhanusadham Municipality,8
2020-07-17,2,Parsa,Paterwasugauli Rural Municipality,2
2020-07-17,2,Rautahat,Brindaban Municipality,8
2020-07-17,2,Saptari,Rupani Rural Municipality,1
2020-07-17,3,Bhaktapur,Bhaktapur Municipality,2
2020-07-17,3,Kathmandu,Budhanilakantha Municipality,1
2020-07-17,3,Kavrepalanchok,Namobuddha Municipality,1
2020-07-17,3,Makwanpur,Makawanpurgadhi Rural Municipality,1
2020-07-17,3,Nuwakot,Suryagadhi Rural Municipality,2
2020-07-17,3,Sindhuli,Kamalamai Municipality,1
2020-07-17,4,Lamjung,Marsyangdi Rural Municipality,22
2020-07-17,4,Nawalparasi East,Hupsekot Rural Municipality,3
2020-07-17,4,Tanahu,Byas Municipality,7
2020-07-17,5,Bardiya,Bardiya National Park National Park,10
2020-07-17,5,Dang,Ghorahi Submetropolitan City,5
2020-07-17,5,Palpa,Mathagadhi Rural Municipality,1
2020-07-17,5,Rolpa,Rolpa Municipality,13
2020-07-17,5,Rupandehi,Siyari Rural Municipality,1
2020-07-17,6,Rukum West,Banfikot Rural Municipality,1
2020-07-17,6,Salyan,Sharada Municipality,1
2020-07-17,7,Bajhang,Surma Rural Municipality,1
2020-07-17,7,Dadeldhura,Alital Rural Municipality,1
2020-07-17,7,Doti,Shikhar Municipality,1
